Kudos Date,Kudos Type,Parent ID
"Jul 30, 2020, 1:42:49 PM",Activity,3837917254
"Aug 2, 2020, 2:51:38 PM",Activity,3853235455
"Aug 3, 2020, 1:46:48 PM",Activity,3855739346
"Aug 12, 2020, 7:38:00 PM",Activity,3902924207
"Aug 12, 2020, 7:38:12 PM",Activity,3899627274
"Aug 12, 2020, 7:38:14 PM",Activity,3899622680
"Aug 18, 2020, 3:15:11 PM",Activity,3930478303
"Aug 21, 2020, 12:16:39 PM",Activity,3941651927
"Aug 24, 2020, 1:08:54 AM",Activity,3949366637
"Aug 24, 2020, 1:09:05 AM",Activity,3955143927
"Aug 24, 2020, 1:09:09 AM",Activity,3955264871
"Aug 24, 2020, 5:20:34 PM",Activity,3959721609
"Aug 25, 2020, 12:18:34 AM",Activity,3961428497
"Aug 27, 2020, 1:19:13 AM",Activity,3970718924
"Aug 28, 2020, 10:28:46 AM",Activity,3972698344
"Aug 28, 2020, 5:48:22 PM",Activity,3977865518
"Aug 28, 2020, 5:48:25 PM",Activity,3977681603
"Aug 28, 2020, 5:48:45 PM",Activity,3978380669
"Aug 28, 2020, 5:49:06 PM",Activity,3974429214
"Sep 1, 2020, 2:47:24 PM",Activity,3995906454
"Sep 2, 2020, 12:27:39 PM",Activity,4000472630
"Sep 7, 2020, 1:58:50 PM",Activity,4021463816
"Sep 15, 2020, 2:44:31 AM",Activity,4060729153
"Sep 16, 2020, 12:51:49 PM",Activity,4062811080
"Sep 16, 2020, 12:52:04 PM",Activity,4067924579
"Sep 18, 2020, 11:41:35 AM",Activity,4077065847
"Sep 19, 2020, 1:13:42 AM",Activity,4077375163
"Sep 21, 2020, 7:26:14 PM",Activity,4092956037
"Sep 21, 2020, 7:26:17 PM",Activity,4092804887
"Sep 21, 2020, 7:26:39 PM",Activity,4093180291
"Sep 21, 2020, 7:26:43 PM",Activity,4092776601
"Sep 21, 2020, 7:26:45 PM",Activity,4091898702
"Sep 21, 2020, 7:26:47 PM",Activity,4092185162
"Sep 23, 2020, 1:36:20 AM",Activity,4098896521
"Sep 23, 2020, 5:20:42 PM",Activity,4102398478
"Sep 23, 2020, 5:20:47 PM",Activity,4102265712
"Sep 26, 2020, 1:57:39 AM",Activity,4112316656
"Sep 26, 2020, 1:58:44 AM",Activity,4110131201
"Sep 27, 2020, 10:04:00 PM",Activity,4121535086
"Sep 27, 2020, 10:04:10 PM",Activity,4121248437
"Sep 27, 2020, 10:04:47 PM",Activity,4119355343
"Oct 3, 2020, 1:18:14 AM",Activity,4142096281
"Oct 18, 2020, 8:53:42 PM",Activity,4212447187
"Oct 28, 2020, 1:20:02 AM",Activity,4250835771
"Oct 28, 2020, 1:20:16 AM",Activity,4252052685
"Oct 30, 2020, 2:57:47 PM",Activity,4262101051
"Nov 1, 2020, 5:12:37 PM",Activity,4272487116
"Nov 6, 2020, 11:08:27 PM",Activity,4298254513
"Nov 6, 2020, 11:08:43 PM",Activity,4296697063
"Nov 6, 2020, 11:08:50 PM",Activity,4296880117
"Nov 8, 2020, 2:57:18 AM",Activity,4302162168
"Nov 15, 2020, 2:23:29 AM",Activity,4336790684
"Nov 17, 2020, 1:19:28 PM",Activity,4350394573
"Nov 25, 2020, 12:54:31 AM",Activity,4386729248
"Nov 25, 2020, 5:17:35 PM",Activity,4389282124
"Nov 26, 2020, 4:39:54 PM",Activity,4393381610
"Nov 26, 2020, 4:40:13 PM",Activity,4393599173
"Nov 26, 2020, 9:24:14 PM",Activity,4394487537
"Nov 28, 2020, 12:37:34 AM",Activity,4398750459
"Nov 28, 2020, 12:43:39 AM",Activity,4391626346
"Nov 29, 2020, 12:53:01 PM",Activity,4405100286
"Nov 29, 2020, 10:10:20 PM",Activity,4408486323
"Nov 29, 2020, 11:35:39 PM",Activity,4409763825
"Nov 29, 2020, 11:35:43 PM",Activity,4409118517
"Dec 1, 2020, 2:45:16 AM",Activity,4413606722
"Dec 5, 2020, 3:45:06 AM",Activity,4430340070
"Dec 5, 2020, 3:45:12 AM",Activity,4429098423
"Dec 5, 2020, 3:45:22 AM",Activity,4428987870
"Dec 6, 2020, 2:47:29 AM",Activity,4434191463
"Dec 6, 2020, 2:47:55 AM",Activity,4433856883
"Dec 6, 2020, 5:37:02 PM",Activity,4438241496
